Club Name,links,Coding & Software Development,Hardware & Prototyping,Artificial Intelligence & Machine Learning,Data Science & Analytics,IoT & Embedded Systems,Robotics & Automation,Engineering Design & Manufacturing,Sustainable Engineering & Renewable Energy,Product Management & Startups,Graphic & Visual Design,Fashion & Styling,Music Performance & Production,"Film, Media & Journalism",Photography & Visual Arts,Creative Writing & Literature,Theater & Improv Performance,Dance & Movement Arts,Outdoor Adventure & Recreation,"Fitness, Wellness & Mindfulness",Sports & Competitive Club Teams,Community Service & Volunteering,Social Entrepreneurship & Impact,Non-profit & Advocacy Engagement,"Diversity, Equity & Inclusion",Cultural & Heritage Community,Language Learning & Conversation,International & Global Perspectives,Academic Research & Honor Societies,Professional Development & Networking,"Business, Finance & Investing",Sales & Business Analytics,Marketing & Advertising,Urban Planning & Real Estate,"Agriculture, Food Systems & Plant Science",Environmental Conservation & Ecology,Wildlife & Natural Resources,Health Sciences & Pre-Professional Tracks,Mental Health & Peer Support,Spiritual-Faith & Religious Community,LGBTQIA+ Advocacy & Safe Spaces,Multicultural Student Communities,Greek Life / Social Leadership,Student Media / Magazine / Editorial,"Gaming, eSports & Tabletop",Vehicle/Off-Road & Motorsport Clubs,Skills Training & Career Preparation,Tutoring / Academic Support & Study Groups,Technology for Social Good,Sustainable Lifestyle & Circular Economy,Life Skills & Personal Growth,woman women,man men,lgbtq,White European Italian,Black African American,Native American,Asian,Hispanic,Native Hawaiian or Other Pacific Islander,Greek,Christian,Islam,Jewish Community and Judaism,Hindu,Buddhism,Sikh,Aerospace Engineering,Agricultural Business,Agricultural Communication,Agricultural Science,Agricultural Systems Management,Animal Science,Anthropology and Geography,Architectural Engineering,Architecture,Art and Design,Biochemistry,Biological Sciences,Biomedical Engineering,BioResource and Agricultural Engineering,Business Administration,Chemistry,Child Development,City and Regional Planning,Civil Engineering,Communication Studies,Comparative Ethnic Studies,Computer Engineering,Computer Science,Construction Management,Dairy Science,Economics,Electrical Engineering,English,Environmental Earth and Soil Sciences,Environmental Engineering,Environmental Management and Protection,Food Science,Forest and Fire Sciences,General Engineering,Graphic Communication,History,Industrial Engineering,Industrial Technology and Packaging,Interdisciplinary Studies,Journalism,Kinesiology,Landscape Architecture,Liberal Arts and Engineering Studies,Liberal Studies,Manufacturing Engineering,Marine Sciences,Materials Engineering,Mathematics,Mechanical Engineering,Microbiology,Music,Nutrition,Philosophy,Physics,Plant Sciences,Political Science,Public Health,Psychology,"Recreation, Parks, and Tourism Administration",Sociology,Software Engineering,Spanish,Statistics,Theatre Arts,Wine and Viticulture,Description
Lambda Sigma Gamma,https://now.calpoly.edu/organization/lsg,0.0,0.050405041238654115,0.04535751893861198,0.10720650782453031,0.0,0.06908918453181652,0.03665120310463971,0.057024856280898185,0.0777829731868063,0.054057091788667216,0.06981383608496662,0.04045029086681905,0.03719430393703548,0.044844912152583766,0.0,0.050203456639182006,0.05942886605439009,0.0,0.0786998830743935,0.09929421163162863,0.0800048859027084,0.07237970947186959,0.11903489278980177,0.11219908170873007,0.09661791683437397,0.0648528138720307,0.10428019092591102,0.11501802274197223,0.07167195592939923,0.06434383760972733,0.09111012857221763,0.0,0.0,0.05092521168623188,0.03909467789944311,0.06002129625717325,0.045835059651705166,0.07692637654717634,0.11845659404251511,0.12050390282579107,0.1251654922323882,0.18722151708161852,0.04862769810365022,0.0792607260506325,0.07808684940820132,0.041985568303131444,0.15537829713592918,0.09063615690805431,0.06222230951206282,0.04450042391560837,0.23389711256621779,0.0,0.0,0.23389711256621779,0.23389711256621779,0.23389711256621779,0.23389711256621779,0.23389711256621779,0.23389711256621779,0.23389711256621779,0.0747532371031515,0.09877171507039532,0.09749124126911396,0.07560282745020247,0.06495011325263261,0.09459273966959632,0.06709950745967873,0.0,0.0,0.0,0.0,0.06502699626778137,0.06897320793531034,0.05911675834059482,0.06486864977926594,0.050294760920579815,0.09860486954154757,0.09795125247024038,0.04525376453587247,0.0,0.05512753112498064,0.03616374933094376,0.0,0.036190379475856314,0.044020557400920486,0.06072355992335491,0.10458137491251357,0.04296525780821528,0.04587155793264406,0.0,0.0693113777854682,0.03642226691204426,0.04664544412933288,0.06605640513442895,0.04546677671069862,0.0,0.052674996663205256,0.0,0.05847257671391132,0.06525431651994834,0.039282221033667276,0.0753023665706214,0.0,0.039640226483448594,0.12384362135027212,0.03864465802717786,0.07137156936104028,0.05282031148284055,0.05458379785790194,0.08250832659090253,0.03725223583267333,0.038004053495423226,0.06187837356361898,0.06866741675674692,0.0,0.08445815419981603,0.04470012777419996,0.061674296309283935,0.0811738213694367,0.03889274979347826,0.06536986306346002,0.0640070111938632,0.0,0.0865514485026958,0.0,0.10840606483147724,0.0,0.05105558221746071,0.052068097787742185,0.0611524168083408,0.0,"Lambda Sigma Gamma is a multicultural sorority that strives on the diversity of its members. We are an organization that focuses of on our five pillars: Professionalism, Academics,Philanthropy, Sisterhood, & Multiculturalism."
"Lambda Theta Phi Latin Fraternity, Inc.",https://now.calpoly.edu/organization/lambda_theta_phi_latin_fraternity_inc,0.03826016860254704,0.10490701672188878,0.050932365614671384,0.05586376383078556,0.054043655366007096,0.08210225398667637,0.059284524515293674,0.0,0.08676738571215285,0.04068815548974149,0.0,0.0,0.0,0.0,0.0,0.06271435991436464,0.056866769254553945,0.0,0.038604237433691915,0.10561767878585138,0.03883668356376869,0.07241979358856533,0.11386983377546774,0.055406491436602985,0.059994970321215105,0.0840741118705344,0.05764433387146802,0.1719351260880869,0.06436599920090927,0.055883805517339256,0.07338667975811086,0.0,0.0,0.04723172093879222,0.0,0.0,0.0,0.06260953449188177,0.07114886427419603,0.11354011547512771,0.08838955454606248,0.19411659680532967,0.045241541745355635,0.05451806047091441,0.10491614659307855,0.0,0.12072254027304884,0.09310936240212697,0.05474003055309166,0.0387635371579087,0.0,0.2393092172232039,0.0,0.2393092172232039,0.2393092172232039,0.2393092172232039,0.2393092172232039,0.2393092172232039,0.2393092172232039,0.2393092172232039,0.08243275199799313,0.07907209189909711,0.0830354716211977,0.07773116123372234,0.07115911122356389,0.0739358983629305,0.062202842598496205,0.040880273238187395,0.0,0.0,0.0,0.07300867922059198,0.0747939368555235,0.08228536246657775,0.06547136362189572,0.053850322660561604,0.10727442398940731,0.07145589077946068,0.06773815787299652,0.04605337565290421,0.08953117588327258,0.03618215177554406,0.04779426588234282,0.03813403792012324,0.05916631439537177,0.06313041464658088,0.0768181983252079,0.04961196100885878,0.04385942509351243,0.0,0.0816154875332744,0.03617824224011966,0.05485024789877791,0.09250547095037152,0.0,0.0,0.0,0.040323460895830464,0.03830625861468322,0.050352868762835325,0.0,0.18851770223838069,0.0,0.038827739670814654,0.06291229359261315,0.04161865241659334,0.13070360507575277,0.03947165354006453,0.04594642811712619,0.07135946159758154,0.045564472379001734,0.06133451053614742,0.049270788226777454,0.05605889219658539,0.052938643529737504,0.04955081446589202,0.0383722812224614,0.0,0.0720657680613063,0.0539249631369069,0.08917645002025758,0.08828340544401883,0.0,0.054669222302738484,0.03605608546120801,0.09047958764877997,0.0,0.07939247011418883,0.0,0.05486901335887155,0.10254386879854024,"Lambda Theta Phi Latin Fraternity, Inc. was founded at Kean College in Union, New Jersey on December 1, 1975. We strive for academic success, and uphold our core values of Unity, Respect, Brotherhood, Culture, and Pride."
Latine/x Center For Academic Success and Student Achievement (LaCASA),https://now.calpoly.edu/organization/lacasacommunity,0.08020748325561629,0.07261936086018764,0.07161464850179973,0.11415977780736536,0.07573584341894728,0.11348145889192934,0.059460787935134776,0.0934337237401072,0.07827872593770421,0.0852729572989226,0.057488022799582726,0.09191065874310167,0.09327060172478449,0.10387675231950193,0.08028875310430461,0.08647885145844456,0.13364291613527174,0.05856287997744002,0.09678184640515873,0.08033254252202617,0.09136356480318442,0.10855055396047393,0.1479277019944335,0.10566408904245737,0.128278557422056,0.11183893510803802,0.06349956006309843,0.11453761086115469,0.08437076381319983,0.06625076577149686,0.09402973308494988,0.06467070276579055,0.05059737470355349,0.08633645980348907,0.08438615495628489,0.07388026766703545,0.0928581709121612,0.056370749785737535,0.09877190252872951,0.14323035841492582,0.11100052265888892,0.11861255421595458,0.10706255217919447,0.08085728355249164,0.05390122095528632,0.0832951235230268,0.17091629267848468,0.10597196504694172,0.07305784843443348,0.06734355759830171,0.18642274505149495,0.0,0.0,0.0,0.0,0.0,0.0,0.18642274505149495,0.0,0.18642274505149495,0.04017105264067804,0.05593941224898731,0.09728338251379817,0.0584625369490217,0.0430973123016718,0.05792182240047942,0.08008512529581777,0.04900569968787145,0.040766702008817234,0.06488894136362734,0.06347891637358578,0.07693270306302602,0.1171686257247712,0.08465808690783383,0.06732415612168348,0.08570682261641996,0.10849136683863743,0.11625441751815366,0.082034049210121,0.10073447068451125,0.08874379689772914,0.05462701094668322,0.08828405662637959,0.09398958261996299,0.061853148538090735,0.06674181177658506,0.09351406055619632,0.06852744325949152,0.0789993011345446,0.05710349010985297,0.11394888449392564,0.06836662368261424,0.05237200587664507,0.09892276778819088,0.09574505609591051,0.05632903835784556,0.06840306610203302,0.06786659271530934,0.051359014821073315,0.06774796120580265,0.0791033828093188,0.1303552823435607,0.0354028665921478,0.05585009780193873,0.1287612165046622,0.07380398438350397,0.1371652881890052,0.052362915085680396,0.0637316111357515,0.06986384629051137,0.05097849382243546,0.052130141384793965,0.061044413002158134,0.10499793284079152,0.04345636889371043,0.09600934645784666,0.07092886514502238,0.08430567240847864,0.07897517303038369,0.06949247212047363,0.08916690589355832,0.06732661552549037,0.05446475303797949,0.06271301762389868,0.08448985866066668,0.09525105605964887,0.05934048105058943,0.11030049054808953,0.061943852131512926,0.08752172920903026,0.09388779033669749,"Nurturing the Latine/x community and their intersectional experiences through transformational programming such as cultural celebrations, educational opportunities, and events centering comunidad. Register for this quarter’s events in our profile."
Latinos in Agriculture,https://now.calpoly.edu/organization/lia,0.07114024349137611,0.0735068903560315,0.06713448597295708,0.11123232596299436,0.09807050167507321,0.14757517738690934,0.06969870620336288,0.11506227151136186,0.07828283810845758,0.08993456070105241,0.046679901827312936,0.08211198606629419,0.1028222704716367,0.10011768076250976,0.047177806928748886,0.0648302627358119,0.10163317011009981,0.05637707714829686,0.06702027657665384,0.05481869874008867,0.05451260655739587,0.09550933112772021,0.11701899511518443,0.06277756439044473,0.06857270440639429,0.09880028359943595,0.07753203720781053,0.04713576696467928,0.07530608213267202,0.08309434488233616,0.09590594048343949,0.0744328980052529,0.07407755897651261,0.13966153554606936,0.06438637575230197,0.08920828721690399,0.07001157150709084,0.0,0.09546888940377521,0.10356687273273878,0.08635184673812733,0.08669618408688619,0.11104219670217809,0.06330862091987793,0.07932948600526787,0.06547767952013724,0.11619336142789408,0.08807581187666493,0.09245857045190516,0.04070894558164199,0.0,0.18183898553277014,0.0,0.0,0.0,0.0,0.0,0.18183898553277014,0.0,0.0,0.0,0.07270314005944858,0.06459525301198495,0.07047248938909959,0.05009414920369218,0.05235358357181698,0.08627566570701226,0.1415339223934994,0.11076651370184208,0.12809896067277912,0.1387490681836814,0.09518519716914885,0.10110192490742057,0.08679652891259257,0.09662352538367579,0.06903741567038026,0.13454567717580507,0.13244818821344773,0.08425630392795304,0.16292221608701657,0.1165973972110296,0.06690164740408935,0.06571443981176828,0.056141940361955696,0.07567365895310635,0.07418498732091906,0.07885709468556816,0.055664671867516946,0.05131471613804379,0.07424335200469205,0.11287259443843611,0.08835049572091098,0.06098220220931768,0.09829420907194888,0.10476838337473028,0.0742409494095315,0.07352557378131072,0.1109533039068372,0.056367739850084954,0.10511108789031365,0.0886278419968379,0.11273013971970858,0.09672329714004575,0.0707199658754762,0.1446667445770964,0.09161273353595373,0.05099845518016331,0.08397612990268513,0.06090678332248489,0.06755212805228793,0.07496664415218164,0.0495656500944622,0.07131715474926853,0.077351074606521,0.05901082637743427,0.12366193547083529,0.06988631213896651,0.10614200932314238,0.08695144537242348,0.05620091296289495,0.12273140914372281,0.07149956605893115,0.04233945908749163,0.0,0.10185949754719929,0.09279019127990805,0.08395857009419876,0.11047897081123413,0.06558955172285716,0.06331165629017223,0.11653637790095511,"Latinos in Agriculture (LIA) is a professional and cultural organization dedicated to providing a home away from home for underrepresented students in the College of Agriculture, Food, and Environmental Sciences (CAFES)."
Latinx Business Student Association,https://now.calpoly.edu/organization/lbsa,0.08584138418481808,0.08490615633409015,0.062369525273142296,0.11255842032278156,0.055731451676668244,0.1174241000690117,0.06241256247001082,0.06004322037487593,0.09694547734820091,0.09277758519908674,0.06144792635011343,0.07449021749269548,0.08579542466384235,0.10131852230586871,0.07736564781655854,0.07452189391422213,0.10644783601517042,0.04051533163328233,0.05610800722210938,0.08395323315115365,0.06201507073932735,0.1092376676319005,0.1267531101652382,0.08330699043688175,0.08722972339306523,0.11611446015366803,0.07230952453536944,0.11060771862466673,0.10042538723571441,0.11673890825224975,0.1419866221094095,0.08897206459668917,0.07177450791645462,0.0874256632809166,0.03801430430005407,0.057285233627563256,0.08194120090490703,0.055532788097803244,0.06161283965379731,0.1246511028896916,0.1044373219424581,0.10067080807915951,0.12040502730466526,0.0768729192694619,0.07713481179307329,0.06213213733501079,0.126614354106828,0.0907306269636365,0.08462372471428939,0.04777287907202631,0.1686020750356535,0.0,0.1686020750356535,0.0,0.0,0.0,0.0,0.1686020750356535,0.0,0.0,0.05668316347620516,0.0824446946805847,0.07033535259780817,0.0682721650436884,0.05527550836313498,0.050974131018363136,0.08467416235636663,0.09922839073796792,0.06099313535626391,0.06587756975224075,0.0686151164351835,0.08018260995698305,0.09232983075358533,0.09025043527788022,0.09204869662612641,0.08430953223064452,0.10696566074367475,0.11320995887278726,0.08049053698954395,0.0901599487179422,0.1686020750356535,0.06466199620316834,0.08307807441219185,0.08141123906349139,0.06176649536714279,0.09292422364670792,0.10179586955325905,0.06476704808430998,0.07527823262931685,0.06976097426632895,0.07106130017824969,0.11871582051572248,0.0503575839374773,0.1632778326719235,0.06717070580424477,0.04728852074428132,0.05202228805365615,0.07047535667009713,0.0468844287094577,0.07947012275875583,0.07111321040343517,0.12965995058803867,0.06184711612843524,0.06930956119860396,0.11319779705171278,0.08708466804870398,0.11212878608003544,0.054910498715104866,0.05464360554213235,0.07696271143170695,0.064089948106008,0.05387542427934194,0.07069622084467353,0.09791389277358473,0.04746841613100845,0.10541764615520166,0.0759521906396639,0.06807069793066689,0.06952585414317043,0.055605941614918476,0.09996696434683047,0.07409379341808017,0.056148593930525306,0.0809913737273246,0.11658347132384124,0.10193494481907535,0.08250630535560925,0.15492095733203726,0.07384931667781061,0.09153336962442224,0.09338865676451276,Latinx Business Student Association
Latinx Cultural Association,https://now.calpoly.edu/organization/lca,0.08381572386853599,0.06295570519937804,0.05173414094696198,0.051099517732642714,0.03391883800047173,0.1051267435752401,0.04488838599999197,0.03791704108731809,0.05811489040443728,0.08836083379962792,0.06506810462887082,0.07514218786474658,0.09180509126063642,0.1073828720728513,0.09968313025928678,0.09558991174249068,0.132027451563503,0.07991104937014835,0.06299883249382138,0.0944211398980021,0.09385414473920621,0.10793279258365712,0.13868493599793236,0.09003903149656467,0.1871347089185432,0.1317917966142807,0.07169473549257377,0.1067590267441671,0.0816876678391135,0.057147245692492805,0.03791771146068474,0.07827485826351264,0.052626946856668154,0.0448013887526751,0.06968261029178086,0.06841675619325603,0.03701917191507652,0.08293486213936505,0.10851136888082676,0.1687930730827142,0.09496975753002204,0.12459371755310318,0.08189856853381015,0.08134001676262796,0.07280474786615017,0.05023232996472547,0.1342457627009181,0.10577231214798008,0.08884587257454787,0.04752506533760659,0.0,0.2155990260005356,0.2155990260005356,0.0,0.0,0.0,0.0,0.2155990260005356,0.0,0.2155990260005356,0.07310828955692512,0.05802777906267803,0.10278166745694649,0.059222360897911684,0.06345132100235869,0.06591532710609443,0.0876165698060064,0.0,0.03255233291431335,0.0,0.0,0.07727601624309989,0.10232957697550567,0.06567381932278865,0.07307353540303213,0.08638673269164983,0.07417958020120934,0.08554780596967435,0.043948466157405434,0.036697880649808334,0.09940698624917607,0.049920050562537184,0.09536598130816101,0.07781600821065877,0.04431667457275025,0.07505297620919446,0.09184202694051406,0.05529932038347151,0.0538624165654831,0.053529458071766824,0.05948201166893477,0.07718583837223468,0.033883486505449284,0.12641889129919265,0.05580640366783446,0.04952737296200409,0.05954012701737416,0.0492907949708476,0.0,0.04687175064131516,0.08465049546334275,0.14740952035441734,0.03516595401865956,0.04932916206826266,0.10381289185910064,0.08931692550088914,0.13150734468711478,0.034875304427466725,0.05719989031930118,0.08864129543918295,0.044500671955601624,0.04138244331389933,0.07868026324721362,0.04137700785667138,0.0,0.07447497131652475,0.1023120211825954,0.051265677713806496,0.0934225252299674,0.0410081423495418,0.07610881420716273,0.040602937299186855,0.05611254187371916,0.08498539815470368,0.15877615600893527,0.09858475408481336,0.05176697380173563,0.1392145294633197,0.03250956664532763,0.12249781995970717,0.09200865941706336,"LCA strives to create a fun social environment to learn, share and experience Latinx culture and practices. We aspire to promote a welcoming community open to everyone and give the opportunity to appreciate the various heritages of the Latinx community."
Learn by Doing Good Awards,https://now.calpoly.edu/organization/lbdg-awards,0.09074192102185093,0.06156843171197528,0.09170277996285936,0.11578671513032947,0.06906934406180065,0.13452807979758102,0.0641584885706613,0.10824317634854033,0.07485958157130165,0.07438661349611356,0.05703079111854056,0.06638381273470516,0.08483717898364891,0.08281048380518649,0.08043199792902905,0.07488345769993651,0.07523767818692682,0.053476930596602176,0.08511144500318184,0.06684716824838739,0.1601432463803418,0.12524440970253056,0.13727711111479304,0.06931276809109652,0.0880072922928013,0.0941364560005063,0.047779026249686336,0.1431652300743446,0.09888755212675188,0.08573077899681744,0.07298820829027938,0.06711134197779987,0.0512877676767739,0.07543345995284706,0.08162471385347567,0.057538896837375265,0.06572927121547986,0.06177926339420559,0.06301835600489836,0.08597047848781754,0.07787644308144279,0.1083560003742444,0.09046036654846112,0.06092311798611141,0.05331353113450309,0.10345448017878599,0.15128374585489565,0.1558972893583548,0.08731958570436184,0.09562281783021179,0.17157355284697262,0.17157355284697262,0.0,0.17157355284697262,0.17157355284697262,0.17157355284697262,0.17157355284697262,0.17157355284697262,0.17157355284697262,0.17157355284697262,0.07514659338401417,0.06420672546221222,0.09142129324914415,0.0629883544892588,0.057868158475347604,0.04046987615003629,0.0668735049120641,0.04077391043844123,0.026242465429565494,0.0695026889437983,0.05577156860167177,0.05155876270424622,0.07192837312457466,0.08998096642693414,0.04557116190943999,0.08943548516841572,0.04422233025770588,0.06867504139551339,0.05676215794389738,0.06992440758085297,0.06194784288330383,0.02606863332383087,0.06945775367275177,0.07586278480980897,0.0822533094318782,0.06848566191682638,0.04218087231127036,0.07691642292408557,0.07468126617896667,0.056322767176518185,0.055551151008779394,0.05486100817393344,0.07890649984486099,0.07184327216264873,0.08167127572753084,0.07314599176905669,0.07013899706650237,0.07233628251169666,0.07655434647140487,0.0744289310701687,0.030814890312612357,0.10690703854213435,0.057082106046523313,0.062207608991161956,0.09942218538853793,0.07623330781563303,0.06737215587386873,0.04552484544870252,0.06554569935898247,0.07810624359685378,0.04976493269452495,0.04716058089877052,0.05723820265139926,0.07761739390973763,0.0467899898766305,0.08226656590886042,0.05043995756165679,0.06376943344771412,0.0767039878683554,0.05256677925270654,0.07349044115846957,0.05717495505975055,0.05557147803174417,0.04899497712493394,0.0945266686375068,0.0860728724325168,0.0877652102885103,0.047547584371271524,0.047105783850114075,0.08543653515855552,0.06273704567985136,"The Learn by Doing Good Awards honor students, faculty, staff, and organizations who participate in service to the campus and community. It combines the Community Service Awards and LEAD Awards into a new event for 2024."
Letters of Love,https://now.calpoly.edu/organization/lettersoflove,0.0928219428384157,0.08631241527855077,0.05864170684512275,0.04842325574480825,0.07437402040249665,0.08004765868081089,0.04604006976727828,0.0,0.07070492236837495,0.11270031235725161,0.058634627800179355,0.041655192431794524,0.06584777282443789,0.11059763566966412,0.12136998121129766,0.06353822276587592,0.06875065752579808,0.06104676185139286,0.040464247121699624,0.12214047236854149,0.12159216668359031,0.07331698837582672,0.09945838912873844,0.047134848812546655,0.07295589063415812,0.11966279376046275,0.057063638579231676,0.08553636382995199,0.06944134640112204,0.06712301393106876,0.03114165234017677,0.08123242711574413,0.04711091940686436,0.0586961436693397,0.04548327126553094,0.034439031304439455,0.0,0.11071934914688866,0.10055134162248536,0.10280754763168164,0.0746545315071849,0.07779665597036542,0.12448604308566869,0.04684498092813425,0.09476954692195935,0.06367030288399778,0.15003275582285505,0.12087163769134675,0.041020196917468714,0.0795376236381301,0.0,0.20219907222367595,0.0,0.20219907222367595,0.20219907222367595,0.20219907222367595,0.20219907222367595,0.20219907222367595,0.20219907222367595,0.20219907222367595,0.10481452836846877,0.07294441281034064,0.07064166916443748,0.05609015433360706,0.06216837091509352,0.03233027825773569,0.06022744006133847,0.03396027222246447,0.04530454391971413,0.04323236037858954,0.03425412005369288,0.07129078545282282,0.06538567240541122,0.06492947761210249,0.09880811244189772,0.10089600126897885,0.09388273947584444,0.07802034976316678,0.0532067674266179,0.0,0.07825425792581306,0.08760689719642645,0.10073551845330403,0.06506393038162618,0.0491697208499971,0.07661556474028854,0.037319465013090934,0.08475299962598858,0.09242979207676846,0.03901756015968293,0.04540285234467433,0.049608084411776325,0.0328091080186784,0.1564137445071424,0.06610997372138659,0.04154423588643487,0.046564197321164694,0.04635738839071094,0.03898814820976201,0.03069467465672533,0.11111980506777139,0.10044092504253795,0.04445572479907616,0.057154033518388506,0.05918538507488421,0.0897345149474551,0.09759262922823977,0.04145497351145212,0.03949100231279969,0.0575437813478338,0.04239001490003959,0.0422254285929499,0.04938570258501441,0.062070688283080475,0.046555713001901956,0.11329425262986935,0.10355705064578422,0.037998768173758295,0.0637078261755974,0.06154662220878352,0.08823103116511322,0.05521197941764914,0.06295567208074737,0.09109769859610602,0.043429326260694526,0.08591571795850227,0.08198292461246381,0.08055895670680922,0.0411078075175228,0.08264887499488877,0.047081787687086034,A club where students can come together to have the opportunity to make letters of encouragement to children and families of those who are in local hospitals.
Liberal Arts and Engineering Studies,https://now.calpoly.edu/organization/laesclub,0.10114057598526341,0.07355195692254272,0.07514413406174027,0.12088212646570395,0.07008577614259683,0.11510566510400738,0.10012979125751144,0.11485104421211058,0.05748432888966307,0.12428996717086409,0.07723671192071922,0.06507809717983185,0.12638198010567553,0.12638198010567553,0.10247709087065678,0.06875105569874125,0.10931020331912965,0.07254661588794872,0.07033108322128269,0.05130138162877628,0.07234869275976308,0.07597814228936306,0.08665290197093357,0.062624427173489,0.057267745527261646,0.08383208035662137,0.08107867514297541,0.08763694088645416,0.09028131214111004,0.1035898159774524,0.06534679123796779,0.0818062607663208,0.0746745889345839,0.09365162642020412,0.08957082308533722,0.08219297856009254,0.11308430499398488,0.05930498203553378,0.055828440824192416,0.07671823557975005,0.054247105955515566,0.07083997739442265,0.11161215865190977,0.0834404019097915,0.05302960596365639,0.1076465442388613,0.12638198010567553,0.0812951499606729,0.06691884788451821,0.07271025968249745,0.12638198010567553,0.12638198010567553,0.0,0.0,0.12638198010567553,0.0,0.0,0.0,0.0,0.0,0.05317841182316139,0.06978910138583974,0.05034798152322214,0.051848396509780514,0.047800280329446665,0.03606208697408775,0.1108603704191167,0.05310421785777286,0.046999223737342,0.07551363874857567,0.06674675401097184,0.06185738635994161,0.10975845721646132,0.11897420124219359,0.10383631518296578,0.12638198010567553,0.10398104788310095,0.10468047477988338,0.0905327483000589,0.12638198010567553,0.06809272322807207,0.082782716574906,0.06130487814049458,0.08266112482779421,0.10188662182369032,0.09744206009671122,0.06444240138821797,0.10772576530460802,0.10696846983243459,0.06937914487993634,0.06420657431800549,0.0855223337092708,0.10465704990629436,0.12638198010567553,0.11641759983268223,0.09489691260208105,0.07563435167471802,0.06107158147792279,0.09209109061519984,0.12042067296341692,0.060878790444308745,0.11447320537641409,0.10074623469464977,0.07868157829843349,0.12638198010567553,0.09636232040000971,0.09423007920678692,0.0595847149475964,0.12638198010567553,0.12638198010567553,0.0839159349491137,0.07320109755358838,0.09577934362706202,0.08623294256448291,0.1042056104942033,0.08484738608484234,0.07084973741333364,0.06779335841036253,0.08321768365779161,0.09845952838312114,0.08131229672055468,0.09455628453152144,0.06450731116445557,0.07049451510207208,0.09254226013898455,0.09172575706850263,0.10435938445513898,0.05999153241942536,0.06649271648244824,0.10142152595339778,0.08668852904696317,Liberal Arts and Engineering Studies
Life Skills Program,https://now.calpoly.edu/organization/lifeskills,0.12052111213718728,0.08261510304217211,0.07264672061847315,0.08692654679413683,0.055259604408340435,0.09492806816322309,0.0748277320803979,0.09349096129387233,0.10212650287703649,0.09801360928740106,0.07002786838260827,0.06195027844500485,0.08976400648125175,0.08781298932960213,0.07315450333223204,0.051834216067996694,0.0777012396008142,0.045734638097495,0.09735565201565594,0.04074491961933713,0.09850258836741653,0.10894022022077851,0.08848051811417228,0.05527375094253695,0.04679291625214349,0.10792687086998091,0.07698975462183448,0.06253044627436823,0.14735378999832616,0.074126355944036,0.08169403248898668,0.06414984728768887,0.07710528185818825,0.07905981629800744,0.049846321104129475,0.04186398349874798,0.09093558249246209,0.09305150371626167,0.08305878014808504,0.08266823820683517,0.0544888968752848,0.08974232497895818,0.10500608051725874,0.0352346905119231,0.0,0.19333552298013412,0.1390068990741078,0.10692266190072522,0.11261065716795725,0.19333552298013412,0.19333552298013412,0.19333552298013412,0.0,0.19333552298013412,0.19333552298013412,0.19333552298013412,0.19333552298013412,0.19333552298013412,0.19333552298013412,0.0,0.07476397520235234,0.060257511771429816,0.06042167577384372,0.02958500348708136,0.05238266497774326,0.0,0.07177835465843858,0.04905867301730183,0.041167817843940524,0.0673210598379073,0.07415228701723407,0.04891012603102252,0.05990906844574177,0.08192495674882809,0.07719785231085288,0.07567056011761543,0.06414157220027518,0.08767362687331991,0.06904094478405398,0.08193059951667689,0.07547386435916485,0.0,0.11208222378587855,0.06678695688994991,0.054034472866912216,0.058794355314394406,0.0,0.09676686935903552,0.09689960235676764,0.0736570897039738,0.0,0.045936210280080735,0.053967209617464214,0.0,0.07192524928562873,0.04984072070825265,0.07024828889402684,0.046092640339519084,0.05727609888320185,0.04509667178843868,0.07243042332838515,0.0,0.05174653546434696,0.060940331727039124,0.0834551951535369,0.0660277351991863,0.1021858869738454,0.05509837700958665,0.0706221503769789,0.07199234045768238,0.06007486677277874,0.04618786412449791,0.04618284593729734,0.04075255325200315,0.0347032968728892,0.09038740921634267,0.0,0.06738981353655328,0.09285085765931954,0.0,0.0737832619787973,0.04313088019091654,0.032932993288232335,0.0711465449840711,0.08815690911118389,0.05293052945070838,0.10899734332898384,0.0,0.0,0.07633408181662826,0.060403266133380124,"The Life Skills Program in the Office of the Dean of Students empowers students to build essential life skills to thrive academically, personally and professionally."
